X (mg);Y (mg);Z (mg)
54;-74;234
-52;-178;232
-85;-68;209
-46;33;233
-19;95;138
44;115;-16
150;36;57
260;-37;-76
296;-105;76
116;-178;235
-1;25;138
-3;244;197
-55;173;327
-150;13;208
-84;-186;107
58;-386;92
201;-288;-73
304;78;-192
256;306;-146
167;305;-139
143;178;79
-42;-164;279
-183;-207;1
1;-56;28
68;-96;46
119;6;-95
225;81;-153
313;125;-227
421;78;-335
493;-95;-156
239;-391;166
-106;-259;30
-92;177;-64
60;251;-125
160;94;-136
181;-70;-11
48;-166;79
16;41;20
33;68;-12
6;-49;-93
55;-86;38
-7;-147;20
-60;-48;-24
5;33;-47
138;125;-148
190;65;-156
8;-75;1
-108;-39;-52
3;145;-20
19;92;92
37;7;79
53;-59;74
-29;-44;-51
-18;114;-85
61;77;-151
25;-129;-51
-119;-159;-19
-31;-20;-126
1;38;-39
-96;35;-104
23;102;-78
26;72;33
-64;114;50
-26;173;-2
-31;122;58
-57;38;-10
69;1;-50
65;-75;-36
12;-24;-74
-12;-12;-6
-116;-159;-20
-117;-121;-122
-12;42;-139
39;29;-158
56;-32;-48
85;-53;22
-45;-122;89
-204;-32;33
53;216;50
22;49;-19
-157;59;-55
-56;95;-57
-90;87;-30
-119;45;-24
-7;-34;-47
-8;-103;-44
-24;-67;11
-28;-60;58
-29;-25;8
-17;23;-39
-49;76;-35
-26;45;-83
21;22;-68
4;-18;-62
-20;20;-86
5;-12;-45
-18;-26;12
-12;13;7
-24;26;34
-43;6;26
-37;-45;12
-84;-46;-44
-66;43;-86
-10;33;-54
-3;8;19
-12;32;24
-14;30;42
-82;41;61
-42;-53;-3
-24;-73;-6
-13;-43;-26
30;-17;-72
57;24;-53
51;37;-53
-12;14;-12
-89;-51;-6
-55;-8;-53
-11;27;-58
-45;-7;-8
-16;-27;7
35;-37;-2
55;48;14
68;80;-35
-5;49;25
-68;35;29
-102;2;-5
-132;-4;-4
-66;-22;2
-7;-47;-7
11;-21;6
51;-52;-23
24;-79;-14
10;-52;14
-20;-34;1
-49;3;37
-40;29;79
-27;-18;32
-10;-37;34
-16;-22;25
-3;-36;36
-16;-75;23
-5;-16;-26
73;42;-129
117;88;-111
52;62;-17
0;22;13
6;30;6
2;55;-23
-6;52;-26
-43;6;-3
-82;-14;17
-79;18;-14
-66;32;-37
-55;-6;-35
-25;-16;-22
42;-7;-31
45;-8;-57
-39;31;-32
-48;48;4
-9;-3;-10
-35;-8;0
-58;0;1
-50;24;-8
-18;37;-2
6;10;-5
9;-21;-7
-3;-17;20
2;-15;15
4;-15;10
-19;1;42
-34;-12;48
-24;-45;39
-22;-43;22
-14;-4;-23
-5;-29;-16
-1;-19;-14
1;1;-15
1;-4;-19
0;-2;-9
-3;10;3
9;3;-5
27;-7;-32
19;10;-27
-3;57;3
-1;54;-9
7;20;-35
-2;20;-20
-3;4;-8
-2;-18;-21
21;-25;-21
50;-23;-36
51;7;-19
53;-1;-1
43;-26;1
18;-31;16
9;-5;6
10;-12;-19
12;4;-14
28;20;-21
32;15;-18
27;2;9
2;-8;19
-1;4;4
22;-3;-20
8;-1;8
-13;-8;24
-13;-24;-16
-15;0;-21
2;16;-5
7;-9;-30
-2;-9;-25
4;8;-2
10;5;-12
-13;24;3
-11;33;17
11;7;-11
9;-13;-6
4;-24;2
5;-27;-17
5;-21;-21
7;-21;-15
12;-25;-32
6;-1;-32
15;23;-8
8;21;15
-14;8;16
-34;5;3
-16;11;14
20;-4;10
26;-22;-1
20;-23;10
22;-16;-2
7;-1;-19
-3;6;-9
0;-2;-5
-9;-2;-6
-28;11;12
-14;26;14
11;14;0
11;10;-6
7;15;-7
1;18;-7
0;0;-5
-10;-13;-15
-29;8;-11
-24;20;0
-20;12;2
-16;-7;-9
-4;2;-18
7;10;-21
15;6;-21
13;2;-10
-6;7;-9
-12;19;1
-15;30;-1
-12;31;-9
-3;19;-8
-4;0;-10
-22;3;-12
-15;17;-4
4;-9;-9
-5;-10;-19
-5;21;-10
11;13;-18
9;18;-19
-5;32;-9
-13;15;-7
-16;10;-11
-16;0;-21
-28;-1;-8
-1;-11;-14
28;1;-37
11;15;11
-22;13;29
-21;-14;-15
-33;-2;0
-33;11;13
-25;3;-28
-21;13;-23
0;40;-11
7;3;-55
-24;-6;-31
-49;47;17
-80;18;-4
-105;12;8
-81;14;-22
-47;18;-31
-7;65;-45
-7;71;-89
-55;85;-12
-84;69;5
-117;31;2
-128;28;19
-163;35;3
-146;90;-31
-86;86;-101
-72;72;-59
-73;81;-59
-42;47;-90
-17;-1;-84
-48;37;-45
-79;52;-6
-101;-19;40
-121;-33;37
-128;16;10
-96;59;23
-52;56;-12
-16;19;-130
33;52;-135
28;111;1
-86;82;75
-184;-10;55
-171;-22;8
-66;-8;-33
-18;-17;-4
-40;40;13
-42;17;-25
-38;-13;-39
-27;109;-72
11;111;-127
20;39;-19
-69;31;-13
-111;-11;-67
-53;-59;-40
8;60;-59
43;106;-69
5;70;16
-125;75;1
-204;27;-55
-179;36;-70
-82;43;-155
2;72;-156
27;43;-87
8;-90;-22
-88;-179;60
-201;-135;73
-247;-83;134
-253;-4;16
-159;117;-107
-28;271;-204
141;298;-260
231;143;-184
142;-18;-64
-34;-79;86
-223;12;162
-275;20;129
-240;-3;149
-220;25;-28
-95;2;9
5;67;-228
236;186;-371
308;64;-69
31;-52;-17
-220;-7;-55
-239;27;39
-163;-27;62
-214;-111;8
-229;24;-82
-86;82;-198
56;198;-263
97;158;-294
52;40;-369
52;-50;-117
-89;-130;-13
-196;16;45
-129;100;46
21;-25;3
-14;-24;12
-75;27;-46
-1;67;-149
82;36;-222
-12;4;-152
-126;70;-108
-74;53;-88
13;-28;-95
25;-33;-20
-61;15;-85
83;81;-54
204;16;-118
202;44;-183
202;16;-10
100;-48;39
41;-7;-58
105;7;-64
237;-66;-52
269;-93;-49
221;-17;28
192;10;99
201;80;-5
259;48;143
323;-141;60
332;-193;145
295;-271;93
291;-97;79
313;-79;72
293;-142;132
282;-89;137
331;-47;191
298;-46;203
235;-106;253
199;-192;266
196;-193;325
183;-118;270
179;-59;223
201;-119;157
229;-177;155
215;-199;143
222;-223;138
166;-297;108
70;-189;84
76;-75;35
158;40;35
209;33;79
180;-10;37
6;74;120
-7;15;37
91;-99;37
74;-254;-3
20;-91;-62
71;1;-12
91;-68;18
36;-27;-1
26;70;12
44;51;50
36;-21;79
41;15;47
73;-70;81
33;-36;-2
60;59;-27
124;-12;-11
150;-83;-37
191;-71;55
118;-127;122
12;56;45
26;53;128
-36;-57;36
33;19;-3
221;-44;14
294;-80;72
288;-57;49
235;-124;174
17;-109;103
8;109;-11
148;82;95
82;-123;65
105;-60;-49
248;-48;48
149;-5;68
76;235;-9
153;48;23
82;-149;-54
106;-133;-17
73;-255;74
-29;-44;-43
132;299;-159
277;291;-49
173;186;11
131;206;17
25;-51;195
-285;-194;101
-297;-23;59
-176;27;-28
111;73;-182
348;36;-231
313;43;-202
247;-54;-19
-48;-397;158
-249;-175;58
-180;57;69
-192;67;-35
19;199;-136
232;185;-226
166;171;-141
78;122;-109
80;-53;82
-108;-247;130
-184;-64;95
-76;-65;59
-97;-17;-111
47;118;-129
255;52;-181
133;38;-86
-14;74;-97
-98;22;27
-153;14;54
-10;-113;42
-15;-96;52
43;25;-80
168;87;-131
181;104;-83
106;63;-33
-52;-12;-53
-101;5;10
-142;-79;49
-113;-109;-22
10;21;-49
76;91;-109
92;69;-90
123;-4;-34
101;-14;0
8;-74;108
-179;-102;97
-161;21;-89
-22;100;-118
-2;82;-89
-9;27;-87
39;23;-54
24;31;-68
-2;86;-5
-26;62;5
-27;62;7
24;32;20
-82;15;47
-196;57;-41
-104;56;-30
79;-23;-88
15;-296;-201
-87;-177;-16
31;-159;14
-40;15;39
-40;15;39
8;105;15
46;58;21
-104;45;-6
-80;33;-35
-36;65;-19
-95;97;-6
-109;83;-37
-76;71;-52
-18;62;-68
-31;37;-32
-104;-18;18
-70;-30;50
-2;-103;-63
-24;-102;77
-36;-83;83
-13;-72;-29
13;-75;-100
5;-43;-21
12;-23;-51
-20;-13;0
-58;-22;29
13;-5;-28
61;81;-36
12;161;42
-41;146;63
-38;105;36
-25;-6;-21
-43;-91;-54
-77;-151;-97
-59;-138;-106
20;-27;-61
84;69;-60
44;65;-40
-38;69;19
-50;36;62
3;-18;19
29;-13;-18
45;76;-37
95;95;-113
81;35;-61
-2;-44;-5
-72;-127;-33
-74;-106;-18
-7;-57;-18
24;-19;-32
9;53;-23
9;75;-11
9;25;-9
-23;-21;32
-47;-30;24
-39;-6;11
-25;37;-16
1;51;-32
5;9;-41
-12;-18;-37
-19;-29;-15
-22;-14;-14
-13;7;-17
2;-8;-6
-17;10;2
-12;24;-6
8;-13;-38
-4;34;1
-16;35;2
-25;-12;-37
-45;-10;3
-34;19;24
-11;26;-10
-15;44;-3
-42;52;9
-54;25;-11
-51;-20;-10
-44;-13;3
-16;-20;-12
-3;-30;-26
-21;1;-8
-23;2;-8
-19;-1;-23
-23;20;2
-15;29;22
-6;49;5
5;59;-11
19;20;-2
11;-13;-11
-1;-13;-1
17;-39;-1
23;-66;-18
-1;-40;-17
-2;-10;-28
-1;-10;-29
0;5;-15
10;17;-14
6;26;-14
6;38;-1
23;33;-16
13;33;-31
-15;51;-39
-30;33;-27
-44;-6;-7
-53;-27;-16
-42;-20;-40
-19;-11;-43
-19;-21;-44
-26;-16;-30
-7;-10;-10
1;-25;-7
-16;10;3
-16;41;12
-14;46;15
-19;41;11
-15;16;1
-10;6;1
-11;1;-3
4;-9;-15
32;-22;-8
31;-6;-4
29;4;-17
39;-9;-19
21;-13;-15
15;-8;-7
26;-14;-8
23;2;-5
20;12;2
30;14;6
30;14;3
10;8;11
16;6;2
32;-19;-23
27;-20;-28
11;-22;4
19;-26;-6
9;-27;-14
-9;13;-8
-5;13;-9
-28;3;-26
-61;52;-25
-52;56;-6
-49;11;-13
-57;33;2
-44;43;-5
-28;16;-25
-36;17;-9
-40;15;-20
-66;-23;-5
-92;-39;-6
-72;-53;-69
-36;6;-53
-29;37;-24
-52;22;-18
-13;32;11
55;12;-4
58;47;-36
15;66;25
11;-17;-7
4;-3;7
8;45;20
-11;28;-12
-21;20;-14
4;29;-20
-16;24;-3
-30;15;8
-4;25;-3
7;5;-8
-15;8;25
-23;9;0
-20;7;-38
-42;44;-26
-48;38;-84
-43;88;-58
-43;76;-54
-71;14;-6
-93;35;42
-99;-38;-8
-56;-37;-13
-22;19;-3
-43;33;6
-83;51;-29
-66;59;-63
-21;46;-87
-11;21;-71
-47;24;-32
-71;-5;-43
-42;44;-33
-22;63;-20
-66;50;3
-93;25;5
-80;29;-36
-38;65;-64
38;78;-48
27;77;-58
-32;11;-73
-70;-22;-9
-116;3;0
-114;-23;-55
-109;-55;-17
-137;-3;6
-110;-7;-105
26;19;-120
93;62;-73
11;-21;-56
-118;-16;10
-194;106;6
-129;132;-20
-56;69;-33
-114;-3;34
-255;-5;78
-293;104;14
-98;123;-8
8;30;70
-109;0;5
-182;-32;-48
-131;-34;-124
-7;26;-115
15;-18;-24
-97;-77;4
-217;-8;87
-220;166;-16
-99;197;-131
-8;164;-149
-17;178;-192
-37;114;-192
-11;42;-21
-76;-84;-60
-153;-79;-95
-188;-14;19
-135;-54;-68
-63;-65;-106
-74;28;-21
-74;106;-175
53;94;-274
125;96;-73
34;98;-85
-51;78;-84
-45;42;-66
-20;-10;-40
-90;2;-42
-91;16;-88
-18;-27;-96
55;-25;-77
101;-81;-123
136;-88;-94
85;-19;-55
18;80;-25
28;127;-64
74;68;-64
85;54;1
26;48;-27
-40;75;-43
13;103;-57
54;22;-17
37;-123;-57
87;-120;-54
111;-65;-20
24;76;-31
-42;188;-1
62;88;-61
196;-88;-16
123;-63;-30
85;-9;-73
164;31;-46
214;33;-153
194;-81;-43
93;-56;70
95;-32;-67
131;10;59
204;53;-5
277;-84;-173
324;-159;-29
284;-220;80
128;-122;74
108;45;98
192;46;-25
348;-42;49
326;-157;125
217;-195;92
178;-196;140
196;-153;126
192;-80;125
88;-25;89
37;-22;101
84;-58;118
188;-64;116
242;-129;162
248;-225;133
240;-213;160
189;-178;125
134;-85;128
86;-39;200
78;-93;104
125;-101;59
164;-110;55
158;-153;85
114;-144;79
75;-66;45
38;-14;45
-12;27;4
2;28;22
81;-29;19
77;-60;-12
32;7;-12
55;-7;15
83;-75;-10
43;-17;1
-1;17;32
-16;-21;4
-8;56;-20
12;81;-6
49;7;11
61;2;28
71;1;49
69;-93;52
26;-103;8
14;-26;-4
68;-28;14
95;-68;-5
94;-4;6
131;-19;47
175;-92;41
166;-78;60
70;-116;147
-55;-1;49
10;137;0
158;40;17
202;-85;-8
201;-88;37
156;-104;114
105;23;84
115;-3;146
25;-112;33
32;-48;-75
174;-89;-6
226;-144;11
213;-13;-58
195;105;89
112;238;87
105;209;2
70;-71;51
15;-55;-191
198;64;-194
330;-11;-88
313;-54;-48
211;-70;115
-40;-113;111
-246;-14;98
-253;68;75
-64;53;-75
120;16;-109
161;-47;-54
65;-31;2
-40;62;35
-77;25;65
-92;-37;42
-96;-129;21
-102;-143;-37
10;43;-82
95;117;-38
-28;137;-46
-70;214;-157
124;142;-178
208;-49;-92
92;-142;-39
-81;-123;159
-262;-55;196
-206;117;-16
98;156;-140
279;34;-146
206;-32;-117
39;-51;-11
-76;-69;42
-31;16;-35
39;20;-34
-38;-48;75
-67;-49;-29
70;-28;-153
133;-7;-39
4;17;-9
-142;35;-26
-190;-1;51
-193;22;-53
-75;73;-130
8;75;-29
-6;32;-61
-4;-32;13
-49;-58;90
-88;4;33
-74;64;8
-80;55;-83
-45;137;-112
-74;56;21
-170;23;-9
-105;84;-41
-24;-131;-84
-22;-97;57
41;-1;-21
80;-45;-155
73;89;-45
123;44;8
79;-62;65
-14;-14;-33
15;75;-56
6;-15;-77
-76;-94;-60
-36;14;69
108;39;-85
126;3;-127
22;-7;118
-85;-69;52
-67;-7;-29
39;-2;-101
73;-44;-69
10;-35;-28
-56;-21;83
-127;0;102
-115;78;47
-45;32;-51
-26;-21;-50
-20;-31;-65
34;1;-76
85;41;-77
114;27;-65
66;-11;-5
-24;-11;20
-37;28;-1
-15;37;-11
-4;8;-81
-5;32;-43
-17;76;-3
7;31;3
23;-35;32
-14;-96;-50
-48;-91;16
-27;-33;24
2;12;-22
22;11;-38
23;15;-34
-29;22;14
-68;38;12
-47;37;-16
8;12;-25
70;-51;-30
82;-36;-13
26;-29;50
-59;-28;44
-45;13;-26
34;26;-81
52;41;-48
14;18;-36
-33;-34;-32
-63;-16;2
-76;17;-16
-69;38;32
-85;61;129
-28;40;46
59;-26;-6
66;-89;-19
19;-70;-33
15;-34;-62
39;-14;-60
-8;16;-18
-58;22;-12
-21;-19;-37
32;-27;-24
18;-13;-10
-5;11;-11
-4;9;-33
-25;18;-15
-59;30;-15
-51;15;-60
-48;29;-49
-24;49;-49
28;4;-47
25;-35;-34
3;-39;-15
20;-36;-19
14;-19;6
5;0;1
23;-4;-33
23;2;-16
12;9;-15
6;18;-7
-13;36;21
-14;32;-4
-9;-2;-8
-30;-4;25
-29;0;0
0;1;-20
-4;11;0
-13;1;-10
19;-4;-43
50;1;-55
44;-20;-40
2;-31;-21
-22;-12;-11
-30;0;-24
-72;38;4
-70;54;11
-20;39;-22
1;42;2
6;33;12
30;0;-9
47;-25;-18
31;-39;-29
-2;-49;-18
-25;-46;-20
-18;-20;-30
16;-7;-16
33;15;-8
26;33;-2
16;20;-3
13;3;-14
7;2;1
3;21;12
-11;24;9
-20;23;10
-9;23;2
-3;-2;-15
-18;-13;-13
-28;-21;-11
-25;-35;-29
-15;-18;-22
-10;2;0
-5;9;4
-16;24;-7
-39;33;-5
-52;34;-16
-29;29;-20
-20;19;-29
-39;24;-2
-36;14;-2
-3;-16;-24
0;-20;-10
-31;-4;1
-32;6;0
-9;0;1
-7;-8;-5
-4;-8;-26
7;-15;-14
7;3;-15
7;3;-15
2;10;-9
7;7;-8
22;8;4
25;0;-14
0;-3;11
-22;-4;16
-34;-2;-2
-41;-5;8
-45;5;20
-31;15;11
-1;4;-4
24;9;-8
33;26;-11
37;44;-21
42;31;-11
24;4;10
-6;-10;12
-17;-21;-5
-4;-39;-11
9;-32;-16
-2;-20;-16
-23;-10;-10
-30;2;-3
-10;12;-9
16;28;-17
27;46;-16
39;48;-27
41;24;-32
20;-3;-17
-25;-17;-4
-49;-22;3
-22;-19;-12
14;-21;-31
12;-16;-27
-7;-4;-53
-1;8;-54
6;24;-17
-5;70;3
1;80;-60
-2;29;-38
-47;8;16
-88;-2;17
-93;-46;0
-74;-54;15
-64;-2;11
-54;40;-31
-46;56;-22
-42;101;-36
-23;62;-51
-79;31;-20
-128;32;-21
-93;20;-29
-59;6;-37
-58;28;-42
-73;14;-20
-117;-9;-55
-142;4;-14
-162;22;17
-132;44;-93
-63;49;-79
-23;59;32
-42;49;-86
-157;3;50
-262;48;68
-196;51;-25
-66;3;-86
-37;2;6
-142;96;63
-182;163;-54
-53;109;-155
48;83;-93
31;36;-63
-52;-93;-78
-127;-34;-53
-118;51;8
-84;-17;0
-68;-65;28
-91;-37;98
-139;-34;31
-160;61;-17
-119;127;-176
28;100;-203
95;104;-155
21;69;-62
-108;12;-4
-119;-19;60
-122;-36;68
-185;-8;65
-198;96;14
-74;126;-118
55;93;-159
83;54;-88
-20;4;-42
-119;-22;-75
-81;-28;-24
-55;-20;46
-101;-22;-43
-85;43;-50
-18;110;-56
5;136;-110
-20;140;-106
-17;80;-146
21;-49;-149
-4;-75;-79
-60;-6;-70
-68;27;-31
-58;45;0
-19;18;-66
-1;-30;-62
-87;-20;-35
-101;52;-104
59;150;-158
207;120;-123
114;-47;-46
-87;-63;12
-141;-4;-53
33;-5;-114
113;-10;-45
2;24;-42
-54;23;-7
10;12;20
86;6;-48
125;47;-91
129;83;-130
124;-13;-57
58;-91;-15
5;-16;11
7;77;-9
66;70;23
101;-9;-48
80;-57;-40
52;-82;16
58;-20;-27
100;16;-48
94;-16;-37
75;-9;10
71;32;2
116;32;-32
198;-27;-59
184;-74;-11
103;-55;-40
77;44;-4
100;130;-5
164;73;-19
174;-86;-7
146;-162;-4
145;-163;-4
78;-72;22
111;36;41
239;-50;-2
236;-187;-38
148;-192;13
129;-112;67
158;-12;1
173;31;17
170;27;14
190;-64;8
209;-164;19
214;-220;69
184;-190;153
131;-147;113
127;-136;96
110;-73;116
92;-33;65
138;-5;37
183;-18;98
181;-50;99
168;-145;143
133;-197;171
96;-161;150
100;-100;151
135;-42;110
155;4;91
139;-13;96
85;-99;103
30;-153;67
23;-83;-15
37;-31;11
22;-30;3
22;2;-32
59;41;-30
60;17;-34
31;-61;-33
43;-82;-48
83;-126;-10
51;-128;-21
29;20;-22
66;119;22
84;135;28
75;122;60
86;44;114
35;-158;114
-57;-196;5
-39;-71;5
67;6;-34
178;-14;-40
229;1;27
262;-1;61
277;-75;76
196;-235;148
6;-151;56
-17;52;-1
96;89;12
171;19;-22
194;-4;23
146;-104;107
51;-20;40
45;60;91
44;19;69
109;-15;-10
209;-51;-19
250;-11;-19
219;88;-28
119;-8;46
-52;-61;-54
-75;28;-11
-1;-10;45
107;-60;-97
243;19;-108
278;45;37
120;16;41
-25;140;48
-131;52;42
-115;-130;-24
24;-99;-77
151;15;-101
192;63;-82
137;87;-110
65;26;-35
-35;-92;75
-111;-137;-45
-92;-107;-129
-38;0;-38
35;110;1
-8;93;58
-48;60;8
23;-36;5
26;-56;-64
35;43;-75
-28;118;13
-120;204;-69
22;150;-115
155;-39;-72
113;-92;-73
12;-42;-12
-87;-105;75
-131;-120;45
-96;-61;80
-182;-75;19
-130;36;-120
85;73;-187
174;121;-145
92;136;-95
3;107;-34
-24;-10;31
-73;-50;128
-106;-4;23
-22;3;-46
31;-32;-39
3;-36;-104
-59;-23;-40
-146;25;-9
-45;31;-81
79;0;-78
33;0;-37
-50;-9;68
-127;-43;103
-152;58;49
-36;140;-55
77;44;-152
66;-9;-151
-6;-21;-87
-64;-51;-26
-118;-57;49
-128;27;43
-17;47;-19
27;-14;1
-46;-7;5
-29;-6;-20
40;-4;-37
26;39;-49
11;30;-39
-11;-34;0
-67;-40;5
-55;16;-10
2;21;-48
25;9;-55
14;-15;-54
24;-53;-36
-18;-14;14
-73;49;29
-32;39;12
4;-9;15
-8;0;5
2;13;-51
38;-4;-65
49;-18;-53
31;-33;-9
-35;-46;25
-84;-36;-39
-66;3;21
-4;7;53
67;-12;-27
62;72;5
12;86;26
13;34;-25
37;-3;-33
21;-63;-32
29;-36;-36
46;-6;-43
-8;45;18
-42;75;50
-2;18;-4
21;-34;-14
25;-35;-10
28;-17;-28
9;-3;-16
17;-8;-19
63;-19;-47
61;-26;-29
24;-31;-16
20;-37;-37
24;-54;-28
19;-24;10
18;-17;-20
5;-14;19
7;-9;26
65;-5;-34
89;33;-16
48;6;-4
-3;-55;-38
-31;-30;-27
-37;13;-11
-14;-17;-39
-15;-55;-30
-52;-45;35
-55;-37;18
-21;-6;-21
2;53;-46
48;106;-87
73;103;-48
-10;45;22
-91;-10;17
-64;-51;-27
-4;-22;-18
16;36;-27
24;57;-64
11;29;-52
7;36;-9
27;-3;-23
34;-15;-13
35;-44;43
44;-75;42
53;-68;8
49;-36;-18
27;-20;-41
16;-4;-27
1;32;-25
-21;40;-17
-17;22;-21
-27;-7;-5
-24;-29;-30
-5;-56;-50
13;-41;-18
19;-14;-40
1;17;-37
-9;43;4
-16;68;-6
-36;75;1
-70;31;18
-72;-15;-16
-31;-45;-68
-6;-61;-43
-18;-45;-9
-26;-20;-19
-24;12;6
-21;49;24
-30;67;6
-38;45;-4
-33;16;-14
-19;-12;-18
7;-31;-29
25;-27;-39
37;-26;-34
36;-7;1
31;2;12
28;-7;9
19;-8;17
17;-17;13
19;-4;-8
17;-13;0
32;-17;9
38;-13;12
39;-10;1
37;-25;25
21;-48;19
-30;-6;6
-35;-42;-24
-173;-7;-114
-604;147;-266
-802;189;-42
-555;345;6
-258;436;-126
-120;322;-65
47;202;65
238;52;105
264;-185;30
174;-426;47
162;-460;135
193;-294;157
287;-145;173
353;-60;89
285;14;21
100;107;-53
-156;146;-132
-309;101;-72
-208;72;38
-15;13;67
42;20;61
-70;162;227
-146;129;391
-101;-116;426
-75;-208;363
-20;-91;139
110;43;-148
212;52;-253
253;-3;-210
245;-113;-126
178;-160;-44
53;-116;92
-26;-110;268
-116;-109;407
-237;-53;551
-271;16;634
-77;-67;-32
-52;6;-120
-115;148;129
-70;-144;215
-63;-443;218
-72;-507;51
-166;-501;234
-165;-1017;732
35;-1919;408
119;-1346;364
51;-98;30
44;-58;299
-10;-848;781
35;-1684;534
67;-1679;782
106;-1398;795
320;-1282;727
514;-716;837
718;-10;800
926;554;632
1042;884;550
1008;1111;536
867;1207;520
701;1161;481
551;1083;415
406;930;453
320;763;448
316;736;356
330;819;243
313;896;119
275;936;10
231;931;-23
204;885;-38
228;806;-52
280;710;-103
353;613;-167
408;531;-261
420;429;-334
394;333;-344
320;275;-288
253;207;-241
232;124;-178
252;113;-121
300;213;-38
343;280;44
399;258;134
453;202;175
501;145;223
545;71;209
581;13;263
589;-80;285
589;-234;231
592;-352;187
590;-465;89
586;-566;93
547;-542;65
445;-535;32
358;-503;-24
320;-378;-46
318;-230;-100
308;-102;-81
273;-71;-63
230;-99;-34
181;-125;-17
129;-147;21
81;-161;44
40;-163;54
13;-162;75
-19;-160;86
-41;-165;84
-43;-171;91
-23;-171;104
-8;-149;131
-4;-129;160
-10;-117;164
-21;-70;179
-29;-35;221
-5;-61;209
42;21;159
72;105;167
96;93;149
104;66;114
104;52;86
107;22;68
109;-28;47
110;-42;36
139;-16;57
28;-9;-38
-72;145;-18
35;-15;-86
42;-110;-85
49;-97;-105
27;-37;-151
-35;75;-220
-46;115;-217
54;68;-213
105;36;-158
86;27;-115
58;-18;-40
58;-46;34
74;-46;100
121;-68;159
62;-38;173
10;14;181
20;-1;171
20;-1;171
42;-51;143
35;-55;116
15;-26;102
5;-20;86
1;-36;69
-4;-34;52
-16;-10;34
-20;17;16
-13;33;0
-14;22;-16
-31;18;-30
-55;30;-57
-53;54;-77
-33;71;-79
-8;68;-67
6;47;-48
0;7;-28
-12;-19;3
4;-28;26
25;-1;51
35;8;72
29;2;83
19;9;98
9;40;101
-1;77;84
-3;105;58
14;111;38
36;110;25
47;99;15
47;93;7
49;99;13
46;101;24
34;94;36
18;85;46
8;86;48
8;77;54
24;58;57
40;53;58
51;50;52
62;55;47
71;67;35
72;67;15
68;53;0
61;49;-2
54;42;-11
49;19;-15
42;11;-7
31;18;-4
28;49;7
29;73;11
28;68;18
25;56;22
22;50;26
24;49;21
24;49;26
12;50;22
2;53;16
-1;60;16
4;81;9
9;92;3
12;76;-12
13;61;-12
15;40;-17
30;25;-21
24;18;-12
11;0;-6
5;6;-5
2;22;-10
4;30;-20
15;30;-29
17;28;-31
10;29;-30
6;34;-18
4;39;-12
-1;43;-6
-7;38;6
-12;31;11
-13;27;14
-13;29;17
-9;30;6
1;42;2
7;38;-1
2;24;0
3;22;-6
-8;44;-11
-11;36;1
2;-13;9
4;-25;19
93;56;6
-53;59;43
-33;34;-41
68;16;-40
86;-21;-49
26;-23;-47
9;45;-27
-21;20;-25
7;29;-12
31;27;-7
32;24;-2
18;19;-3
23;-6;-12
34;-15;-14
33;-17;-18
27;-22;-13
26;-16;-17
33;-6;-16
44;6;-10
46;8;2
47;7;13
38;16;21
25;17;24
11;20;27
1;22;27
3;28;31
12;29;27
18;21;30
21;15;33
23;23;31
27;26;37
23;21;35
15;11;33
10;10;30
14;15;26
14;21;27
12;19;22
13;17;20
14;21;20
16;29;18
13;30;21
8;24;20
10;22;20
6;29;22
0;25;24
-6;16;21
-15;21;19
-16;21;13
-11;-4;9
-9;-24;7
-16;-14;18
-23;3;29
-31;-3;39
-19;-18;39
30;35;62
58;64;64
-78;4;-24
26;14;-43
-16;12;-24
9;-15;-24
5;-25;-9
-10;14;9
-11;24;19
-6;16;26
4;23;28
9;18;30
47;-50;4
-52;45;-2
-42;59;-3
-1;-29;-13
28;-64;-9
27;-40;2
23;-6;4
15;12;15
13;7;17
15;4;16
13;6;18
4;5;16
-5;-2;7
1;-17;-1
14;-26;-1
20;-30;-4
22;-28;2
19;-16;0
14;1;-4
9;17;-10
8;23;-5
13;11;-2
17;1;4
20;-2;8
15;1;15
6;-2;20
1;-9;22
-2;-10;16
-10;-7;16
-9;-5;18
-2;-4;15
3;6;19
6;12;22
6;5;29
1;-7;32
-10;-23;33
-17;-49;22
-15;-62;18
-8;-52;18
-6;-42;18
-6;-34;25
-4;-17;32
-5;15;33
-9;35;34
-15;25;29
-12;-2;30
-10;-24;28
-7;-28;28
-5;-27;21
-4;-22;19
-3;-6;18
-7;9;20
-11;13;18
-8;9;18
-2;2;19
-5;4;22
-8;5;23
0;1;24
4;0;27
0;6;29
3;1;31
4;-3;31
-2;-9;27
-11;-14;23
-16;-19;30
-37;-14;99
41;9;47
-47;-17;32
10;57;-30
113;112;-41
5;151;-34
-12;-10;-59
-9;26;-30
6;27;-10
1;2;11
14;-24;49
-37;43;28
-65;108;47
-34;41;42
-15;-23;42
9;-48;38
4;-37;30
-6;-27;15
-5;-35;6
-1;-29;-2
9;-6;-6
15;14;-9
14;5;-9
6;-7;-12
-1;-9;-14
-9;-8;-20
-13;-7;-31
-11;-2;-35
-4;3;-36
1;7;-35
4;3;-34
8;-11;-30
9;-15;-25
8;-5;-16
6;8;-10
4;14;-3
6;15;0
8;19;1
11;18;4
16;10;11
14;3;16
13;-8;17
9;-3;26
0;5;29
-10;12;21
-11;18;12
-6;24;-1
-5;24;-7
-3;20;-3
-5;5;3
